package,organization,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,package_id,duration_median,project_age,num_users,crowd_pct,crowd,total_issues,gini_coefficient,avg_clustering,avg_min_path,nodes,total_contributors,avg_comments,avg_first_comment,avg_active_time,crowd_pct_2,issues_over_time,avg_clusteringXcrowd_pct,avg_min_pathXcrowd_pct,gini_coefficientXcrowd_pct,issues_per_user,avg_retention_time,giniXavg_min_path,giniXclustering,clusteringXavg_min_path,giniXavg_min_pathXcrowd_pct,giniXclusteringXcrowd_pct,clusteringXavg_min_pathXcrowd_pct,avg_clustering_2,avg_min_path_2,gini_coefficient_2,crowd_pct_3,avg_retention_time_resid
symengine,symengine,0.0578237383430957,0.08719519051739469,0.030146746540113407,0.017836399120241642,0.03862384646177434,0.1318775756315688,0.031581183442392864,0.017542214217241885,0.016196475148834703,0.0447896168062342,0.03973841950569793,0.017033890843989596,0.0216991005092267,0.02049014371388928,0.05973312445207009,0.06447703514872963,0.02878273955127298,0.05245796493173167,0.03015122317600942,0.046178851993265886,0.03803281885733168,0.053915381078446935,0.015423975127567024,0.020266156001771625,a17f16d8d0ec4967a2c185e706d8401d,30.0,1552.0,11,0.10869565217391304,5,46,0.5557886706084303,0.7394947046825525,2.0017633574325515,107,9,5.11200923787529,5.15819861431871,22.2321016166282,0.011814744801512287,2.6675257731958757,0.08037985920462527,0.21758297363397303,0.06041181202265546,4.181818181818182,131.363636363636,1.1125573953001058,0.4110027788374896,1.4802934028489394,0.12093015166305497,0.04467421509103148,0.16090145683140644,0.5468524182535356,4.007056539159641,0.30890104637668625,0.0012842113914687267,0.097286243674747
sweetalert,t4t5,0.017628984367775342,0.018678654273671488,0.041722375956033515,0.03922654436961297,0.0180996902305032,0.020661126868498903,0.02333730023414377,0.013839777194924891,0.01512449657604579,0.02384880548042636,0.031928856568110564,0.21518058703911885,0.018434193540484683,0.03008846701873887,0.022788564788718376,0.014032852667113464,0.02013955160314517,0.031413870861813915,0.02184921959895761,0.01428474302013074,0.02432136538288285,0.06901578377571799,0.22686563116107736,0.015240186081538275,eb97efb129354ba8a7338e3d14688b2a,104.0,1989.0,37,0.8870967741935484,55,62,0.5225970874140693,0.8348905310984026,2.2941930854080583,1007,5,3.278295605858855,109.02130492676399,188.723035952064,0.7869406867845994,2.805429864253393,0.7406286969421313,2.0351712854426323,0.4635941904479647,1.6756756756756757,1.0,1.1989386243997484,0.4363113598616106,1.9154000835186167,1.063574586161067,0.3870503998772352,1.699145235379418,0.6970421989177727,5.263321913134146,0.2731077157736684,0.6980925447282736,-1.891817396220494
taglib,taglib,0.01814747199330082,0.13926055015271604,0.019563451986783813,0.017582654190848705,0.03813056859925428,0.17087223338482085,0.032682475147933834,0.016468512183665004,0.016596216177005938,0.02700943804844564,0.036016740570196326,0.01871022546726048,0.026186912725243202,0.026240966707798,0.052746683649661376,0.020364088993830385,0.023219370769769602,0.03273134445233584,0.03699448833239668,0.0410879142480796,0.05752170441399624,0.05469743050371843,0.039213986865296216,0.017868470983395644,25029e51a8774c97b6e8e009a1ab3b43,84.0,1727.0,6,0.15151515151515152,5,33,0.6021652910279773,0.6422446258535499,2.3626752197671657,190,3,3.86605504587156,25.073394495412803,69.1504587155963,0.02295684113865932,1.719745222929936,0.09730979179599243,0.35798109390411603,0.0912371653072693,5.5,85.5,1.4227210113156856,0.3867374220382573,1.5174154625328171,0.2155637895932857,0.05859657909670565,0.22991143371709352,0.41247815943776633,5.582234194101825,0.36260303771880864,0.0034783092634332307,0.6535051720151411
Strut,tantaman,0.0417200301137821,0.02758973646091252,0.04197565616369701,0.07755506379393542,0.01620416921597519,0.01546283088278071,0.02969843393657356,0.011470052686224624,0.014360480973065444,0.013709380017400423,0.014418372741003134,0.19170086639478984,0.034763424837586994,0.06393576746312447,0.013669578405381069,0.018697039864491668,0.021390690076414767,0.024241821661523385,0.022555492801319167,0.017101954664501203,0.020844087274404382,0.05623231813021958,0.1106648204603982,0.07719567842020585,dfa045f729b24095a0df83c63fd4ba34,75.0,2858.0,3,0.1891891891891892,7,37,0.5337427092746242,0.6765261369423168,2.1556119750343807,148,2,3.5166051660516606,33.9151291512915,67.37638376383761,0.03579254930606282,1.165150454863541,0.12799143131341129,0.4078184817632613,0.10097835040330727,12.333333333333336,116.666666666667,1.1505421756996739,0.3610908932266876,1.4583278422166075,0.21767014134858695,0.06831449331315712,0.2758998620409798,0.45768761396609436,4.646662986911624,0.284881279703816,0.006771563382228102,-0.16558536502547694
PEGTL,taocpp,0.026283188117668038,0.1268883161508711,0.03205646649585105,0.015656042509363033,0.057017549383454026,0.1662756419100333,0.018123226601164787,0.01189013799885288,0.0132373345666565,0.02260717341268901,0.07083008664194494,0.019159860763465986,0.0281228713953169,0.017991172987967728,0.041245371280820106,0.02768030461156741,0.01675757733755745,0.05318263497028965,0.01955240367969964,0.01861425143433735,0.04589947996428236,0.06123037174984348,0.016125229542376475,0.020726612664293497,b59e475339fd45c79a26bcb6a6b0052b,0.0,1880.0,34,0.4939759036144578,41,83,0.5601123595505618,0.6570389270463549,2.054746835443038,80,17,4.711656441717792,1.6257668711656397,18.6564417177914,0.2440121933517201,3.973404255319149,0.324561397697597,1.0149954247369224,0.2766820089346149,2.4411764705882355,40.9411764705882,1.15088909827905,0.3680156237445033,1.350048656111387,0.5685114822824223,0.18179085028342934,0.6668915048261067,0.4317001516542253,4.22198455776318,0.3137258553212978,0.12053614370386175,-0.27770663479935503
json-voorhees,tgockel,0.04838033910731182,0.11360034328775807,0.026910613752061538,0.01453724143314449,0.026085256251926515,0.14712132616242504,0.02311769009147789,0.02219576019264173,0.012070804811539309,0.04481371599432154,0.15730851524345138,0.010780287189774359,0.020281408114504868,0.015205462508853159,0.06322888438315953,0.017068645460348503,0.02659212306196637,0.030350023382982493,0.02150731288608821,0.02877367536226908,0.03539775526972816,0.02801254936311321,0.015833280546882867,0.017487294255189745,f784f15044c24400900e4bf4c48da463,8.0,2017.0,6,0.07246376811594203,5,69,0.4732142857142857,0.40982142857142856,1.825,16,2,2.8139534883720936,113.13953488372101,11.046511627907,0.005250997689561017,3.07882994546356,0.0296972049689441,0.1322463768115942,0.034290890269151136,11.5,239.666666666667,0.8636160714285713,0.19393335459183672,0.7479241071428571,0.06258087474120082,0.014053141637089619,0.05419739906832298,0.16795360331632653,3.330625,0.22393176020408162,0.0003805070789536969,0.2089912324330343
libpcap,the-tcpdump-group,0.08107835832569334,0.09113505869933397,0.017877585881578378,0.015022786281199432,0.08906184368054658,0.16839803388110952,0.027051111153065185,0.057644312503729374,0.022754690463173816,0.02258423764465584,0.021289055834043454,0.017257159852173205,0.01965292831395869,0.014839425955722534,0.07474189415464506,0.013880291663329393,0.018681067017704445,0.026301199163072837,0.02695994935990646,0.02705589726177696,0.07090493311338565,0.02407746953414936,0.0170051473789404,0.014526885217116547,4f9984fc47454f53b9bf762de94e3b27,182.0,2524.0,18,0.34523809523809523,29,84,0.6046269570541415,0.6431885896138717,2.125736820257368,222,5,3.9423631123919303,46.074927953890494,101.59510086455299,0.11918934240362812,2.9952456418383515,0.22205320355717,0.7338853308031391,0.2087402589829774,4.666666666666667,131.055555555556,1.285277785130159,0.38888915975018024,1.3672496673116128,0.4437268543901739,0.13425935277089557,0.4720266708575806,0.41369156180948147,4.518757028997906,0.36557375719655066,0.041148701544109705,0.5749117986927251
intern,theintern,0.051198217040521035,0.016191801563451055,0.12064356946350804,0.05636868266252337,0.015643461345894668,0.017915477807141224,0.03554291940529508,0.024099441989168774,0.016131691993046118,0.033977448467695154,0.02475636107639475,0.0197515347483123,0.017207887842796442,0.017011959647024233,0.0344304394732267,0.019764370718998576,0.04054804222812508,0.03014719523608115,0.01995664780352447,0.011052262656402531,0.059509676134692324,0.042736684134320975,0.08694505971172259,0.17506753416304852,3ed894cb177846468b9db0f3438f0fdc,14.0,2513.0,97,0.3342036553524804,128,383,0.6203552394074359,0.6566624587565714,2.2718510261622193,303,37,3.7757575757575763,16.0278787878788,71.00848484848491,0.11169208325095953,13.716673298845999,0.2194589940491936,0.7592609173596971,0.20732498862702814,3.9484536082474233,127.350515463918,1.4093546872328924,0.4073639968118083,1.4918392807683227,0.4710114881613844,0.13614253679350252,0.4985781408311888,0.4312055847402258,5.161307085074329,0.38484062306025707,0.037327902496404226,1.1206272334903995
commonmark,thephpleague,0.043871297248188064,0.02162060017872136,0.018528179976783576,0.0431443753241183,0.0297767982519872,0.014860719275020529,0.012866959810708069,0.01398619900464837,0.024966742415927,0.026466168876140728,0.06660789672969257,0.05299907027983864,0.02630827214306919,0.02011379688156012,0.05224718763383862,0.016366835221560905,0.01610136301133025,0.043957011870588765,0.0521276290564856,0.019614988843386527,0.03420091134648828,0.1483878344297409,0.12920709496211202,0.05068711308922502,bb767632c60e4dbf98292a8d681be5db,6.0,1985.0,19,0.17647058823529413,12,68,0.5687960687960688,0.4306213962986708,2.0320109439124487,88,13,3.1954022988505746,12.295019157088099,38.440613026819896,0.031141868512110725,3.083123425692696,0.07599201111153014,0.3585901665727851,0.10037577684636508,3.5789473684210527,46.6315789473684,1.15579983664799,0.24493575735415796,0.8750273899617587,0.20396467705552768,0.043223957180145524,0.15441659822854564,0.1854347869502169,4.1290684761799605,0.32352896787786223,0.005495623855078365,-0.718595920542692
csv,thephpleague,0.01900427094595113,0.046085958452698535,0.014868820651801644,0.02639724266007018,0.02784571714017173,0.01824466800349961,0.02693453914007093,0.02324826069484452,0.03301149480615441,0.02740225134561704,0.2302533042007192,0.018895201608013938,0.040920204792866934,0.013650027956341355,0.06212887430766885,0.016186347009915805,0.014243747420858224,0.06899307995319734,0.021875965559828868,0.024566103317315728,0.08276351609654252,0.05230964244258079,0.0225497442625568,0.055284050349014964,9c037ca6c38b470b9e9efbe476e1beab,4.0,2213.0,33,0.5185185185185185,28,54,0.5808080808080809,0.38761389567722404,1.9841967556253268,198,9,4.322448979591837,4.71428571428571,75.64489795918371,0.2688614540466392,2.1961138725711704,0.20098498294374573,1.0288427621760954,0.3011597456041901,1.6363636363636365,53.3333333333333,1.1524375095803667,0.22512928284283218,0.7691022342380418,0.5975601901527827,0.11673370221480187,0.39879375108639203,0.15024453212207392,3.937036765034073,0.3373380267319662,0.1394096428389981,-0.09372137760440204
geotools,thephpleague,0.024834570070240824,0.03306939596465478,0.012206328495050827,0.10498045199173724,0.025421960218366055,0.016612018608222052,0.021918575822686158,0.012206328495050827,0.03604026607215582,0.05099333200182411,0.035717807438535004,0.015705534717112425,0.05791891558051464,0.05182306918071672,0.06222851956928415,0.022425977152860942,0.03472210650908805,0.02578485848027326,0.056347250855261724,0.018239110575190613,0.0709227964038118,0.03306847820169337,0.018300212470681542,0.1377144495324631,ff8d1def42d3454cbb730259af0db1c1,12.0,2573.0,11,0.2954545454545455,13,44,0.5078260869565218,0.5145226134530948,2.3329809725158563,46,6,2.9230769230769234,90.7252747252747,72.1428571428571,0.08729338842975208,1.539059463661096,0.1520180448838689,0.6892898327887758,0.15003952569169962,4.0,6.63636363636364,1.184748598216748,0.26128800544052816,1.200371467115201,0.3500393585640393,0.07719872888015607,0.3546552061931277,0.2647335197546028,5.442800218121031,0.2578873345935728,0.02579122839969949,-1.9241335544886773
html-to-markdown,thephpleague,0.0237197176475156,0.01770766368591702,0.021420381461771637,0.022125605578449642,0.026073414099669748,0.012407487121547435,0.01513592784546993,0.011548037751467078,0.036407662610933714,0.03264344821625448,0.13990838462617114,0.08216043613147694,0.027032925350057496,0.012298508293249391,0.032313919189822425,0.01370330333345003,0.018165693103850303,0.02387232576672743,0.019482217520683798,0.02095669208719701,0.023254229123801828,0.2912435021635692,0.02554123428278974,0.031033589875885656,9828a656cbd44f0c827d64ba5a9adb31,330.0,2340.0,15,0.7391304347826086,34,46,0.5326364099949006,0.449739803693292,1.9737373737373736,53,5,2.102739726027397,72.08904109589041,48.1506849315069,0.5463137996219279,1.7692307692307692,0.332416376642868,1.4588493631971893,0.3936877813005787,3.066666666666667,4.13333333333333,1.0512843890202381,0.23954779447100635,0.88766825900676,0.7770362875366977,0.1770570654785699,0.6561026262223878,0.2022658910260808,3.8956392204877046,0.2837015452522558,0.4037971562422947,-1.9872613743851686
hug,timothycrosley,0.024301396482667638,0.0216693200484336,0.031711507378859784,0.02569350082792829,0.01821923741078544,0.025721086281412668,0.12811856732712448,0.0309901231821522,0.016225571494340618,0.03975530621360674,0.093764142841797,0.02023048697074301,0.014317976806103904,0.01662461964639826,0.04910911212840648,0.037363420852468666,0.021982970944318538,0.09221694878363444,0.02921507234954945,0.018222166799774796,0.12896664843711758,0.0511831041173052,0.024457855761991203,0.01933972056972507,44de41cb746f4745a1b57a73609d8c17,6.0,1675.0,62,0.4779411764705882,65,136,0.5840455840455839,0.6996738789528458,2.4584386731019694,240,19,2.6753926701570685,21.287958115183198,56.767888307155296,0.22842776816609,7.307462686567163,0.3344029568524631,1.174989071703147,0.27913943355119825,2.1935483870967745,22.9354838709677,1.4358402506720902,0.408641439274454,1.7201053225769423,0.686247178630043,0.19530657024146697,0.8221091615257444,0.48954353688892155,6.043920709403372,0.34110924424314726,0.1091750362558518,0.04457283079241501
tiny-dnn,tiny-dnn,0.049333397722065374,0.09569509156880494,0.020848139788549724,0.02790440361667885,0.019467488577875246,0.12090625512266145,0.05213827713355791,0.015046530074698132,0.023293368809390813,0.07294923860042606,0.031148947808213787,0.016067911392437424,0.04246464520600615,0.06874961309171844,0.04663812527018092,0.016619906912898958,0.0178917801920509,0.10295977180772968,0.01957119584526166,0.02291392988414679,0.029433827462841268,0.03582863309040278,0.015485904068284952,0.015673481563041634,ff5a687dbab349769b40356c7e888e2d,44.0,1734.0,39,0.3271604938271605,53,162,0.6120107109200819,0.7658450568031304,2.2910590858416944,313,27,5.4290822407628125,6.64839094159714,45.856972586412404,0.10703398872123153,8.408304498269896,0.2505542469788019,0.7495440219111716,0.20022572641212555,4.153846153846153,15.5384615384615,1.4021526998858882,0.46870537766871434,1.7545962757357605,0.45872896971575355,0.15334188281754235,0.5740345840370081,0.5865186510297901,5.24895173481778,0.374557110280904,0.03501729260632883,-0.9417882323016963
JSCover,tntim96,0.08237313039020099,0.023544445127503727,0.11228215636175563,0.016026435009143653,0.029538611884976067,0.01847748316916506,0.04517831715326685,0.10330085696107194,0.017172372990248888,0.021249302030813672,0.04222632480870239,0.03138288876091346,0.02634458977042099,0.017838393051191427,0.025129766709847595,0.031186829043106094,0.0210855092247771,0.025134922472668013,0.022755323512614226,0.013331500728377372,0.11988404340255908,0.03715156613647258,0.07626552907431307,0.019072845452482824,6c49f1fed3bc497b8ee42551fcb7f4df,2.0,2690.0,38,0.6,57,95,0.5376615190671289,0.3509076299353519,1.9809751651856915,133,4,5.491452991452992,1.52991452991453,43.1239316239316,0.36,3.1784386617100373,0.21054457796121115,1.1885850991114149,0.3225969114402773,2.5,104.552631578947,1.0650941165479955,0.1886695293632872,0.6951393001761033,0.6390564699287973,0.11320171761797232,0.41708358010566193,0.12313616474684588,3.9242626050824776,0.28907990908557263,0.21599999999999997,0.3528948691313921
php-semver-checker,tomzx,0.027595484831973032,0.06660523713182878,0.028164109067224406,0.025709855633185192,0.04288343551623471,0.013173604290932416,0.03546619751655004,0.023478793402147643,0.010665420163422822,0.017028618324548002,0.04086602623848354,0.015376693733474788,0.008805801231852348,0.008805801231852348,0.2145580517511596,0.02589866445016335,0.01420291652902961,0.04129065439543304,0.03863975773291553,0.07630805271842024,0.017463595129768642,0.04822036105153315,0.01024225743706612,0.13913129719302936,61fbedd6cff94b2a88401ca1d2dcde12,2.0,1891.0,7,0.08823529411764706,6,68,0.4509605662285136,0.5973505191550305,1.8,23,3,3.2575757575757582,32.863636363636395,62.7272727272727,0.007785467128027683,3.236382866208356,0.05270739874897328,0.15882352941176472,0.03979063819663355,9.714285714285714,162.142857142857,0.8117290192113245,0.2693815283550491,1.075230934479055,0.0716231487539404,0.02376895838426904,0.09487331774815191,0.3568276427347844,3.24,0.2033654322931416,0.0006869529818847956,0.3019010157449367
tmuxp,tony,0.039858021121022214,0.01296505260006817,0.04170425294938943,0.02361343719137176,0.017990559252914814,0.03476461100702485,0.1428510802179341,0.0149241939821429,0.013887171662786012,0.015550505991908159,0.0255907394963762,0.02499702012454326,0.01820262983004936,0.01677421653859209,0.021435344056338797,0.06250189594892956,0.013465975233520142,0.06660041860799679,0.19229545111988405,0.012395496428426769,0.058441642914777214,0.02403598456589532,0.06587082962280562,0.02609335838092698,e188d3356f4e4777826bdc484613cf20,91.0,2376.0,21,0.2769230769230769,18,65,0.6202674173117523,0.7310945550418545,2.075436793422405,145,7,3.426086956521739,81.504347826087,130.56231884058002,0.07668639053254439,2.462121212121212,0.20245695370389816,0.5747363427938967,0.17176636171710066,3.095238095238096,78.9047619047619,1.2873258196498998,0.4534741314664958,1.5173405390046464,0.3564902269799722,0.12557745179072188,0.4201866108012866,0.5344992484118473,4.307437883491474,0.38473166897859146,0.021236231224396895,-0.2804777436264404
totoro,totorojs,0.03974924910882557,0.02169360548119854,0.08001349309321355,0.05409310692576347,0.013114730689536645,0.023869413761766968,0.0999364917235518,0.021849953138303974,0.04356315773394373,0.014796461064920382,0.013114730689536645,0.025869317939160048,0.015585476825772613,0.015045726309633918,0.013114730689536645,0.021632507426181325,0.01928836807470631,0.05489305206746967,0.01888000566719307,0.03872197952673391,0.11244365127964152,0.07581668673083186,0.13448558828827958,0.013732815006126959,3149d73434fe455aa4dcbe2e617e29ab,1.0,2556.0,6,0.022222222222222227,1,45,0.4807692307692308,0.5315756302521008,1.8473684210526315,20,5,3.1372549019607843,8.62745098039216,12.2254901960784,0.0004938271604938272,1.5845070422535212,0.011812791783380015,0.04105263157894737,0.010683760683760684,7.5,145.666666666667,0.8881578947368421,0.25556520685197154,0.9820160327288808,0.019736842105263164,0.005679226818932702,0.021822578505086246,0.28257265067791815,3.412770083102493,0.23113905325443787,1.0973936899862833e-05,-0.8663340660308223
Ghost,tryghost,0.01766607974176924,0.01977033351356161,0.06126911632175396,0.037130997895477864,0.023553031062806408,0.016997362853575494,0.030355719522297337,0.047662033150569716,0.014936474376163697,0.04868031969664957,0.08954209838720678,0.06762135804835377,0.015859725693873502,0.014251948355240962,0.04621946882255792,0.01891529607163465,0.014633467833233278,0.1072666650659584,0.03738045834937472,0.01596998918222169,0.06518399645479099,0.053388399113920015,0.10310116945225924,0.01555604657087104,12aa713377544573adddba8a6a786897,10.0,570.0,26,0.3384615384615385,22,65,0.6121234946204346,0.6181973457503318,2.4295956689264986,209,9,3.3055555555555562,6.87426900584795,14.7295321637427,0.1145562130177515,10.263157894736839,0.20923602471549693,0.8223246879443534,0.2071802597176856,2.5,19.5769230769231,1.4872125913779608,0.3784131196457702,1.5019695937768633,0.503364261697156,0.1280782866493376,0.5083589394321691,0.3821679582927553,5.9029351144664,0.37469517266633323,0.03877287209831589,0.3115845120576987
config,typesafehub,0.02135032257495273,0.034908709740745926,0.021685929492539453,0.017308164483058674,0.022729868085006148,0.03029933443613893,0.06150073577529134,0.1747284467740656,0.021727563436167916,0.028484833430081975,0.10995948509119624,0.019310278479724486,0.019549321329475882,0.0217329917010747,0.08267760901508413,0.02562850209525381,0.02241096039241441,0.04688055504801589,0.032460726767804864,0.01900333863290996,0.040765615075092174,0.057963089226723566,0.015832181816480616,0.0186136837611984,30b0a09000fd4a74abe150cedae04941,165.0,2758.0,29,0.7352941176470589,75,102,0.5961019371228962,0.5841865705710422,2.0685754683633792,376,14,4.26497277676951,15.785843920145199,153.927404718693,0.5406574394463669,3.3284989122552577,0.4295489489492957,1.5210113737966025,0.4383102478844825,3.5172413793103448,6.27586206896552,1.2330818437763125,0.3482347463585797,1.2084340088305898,0.9066778263061122,0.2560549605577792,0.8885544182577867,0.34127394923555526,4.279004468314774,0.35533751944166925,0.3975422348870345,-1.6702477372645221
NullAway,uber,0.03201957713625032,0.03443957635156241,0.01822268874416801,0.020960780733730644,0.033342617402215384,0.023260554550991703,0.0138533457259958,0.12828121245547666,0.03502298062246862,0.04666814390253017,0.04399037361306708,0.011182492801001193,0.020175883119615417,0.012343643435289979,0.20323187837655293,0.031719334594931245,0.012465950533320816,0.04645560562332523,0.026485952459754318,0.043332786299288266,0.01797946278950096,0.046087625130894594,0.013687392961906476,0.03566983589229898,19410fec1fd14a8bab62874df01246d5,8.0,852.0,9,0.7419354838709677,23,31,0.5281828931809224,0.6681389642822326,1.9976621858562245,59,1,3.5828877005347595,4.17647058823529,18.754010695187198,0.5504682622268471,3.2746478873239435,0.4957160057577855,1.482136460473973,0.3918776304245553,3.4444444444444446,32.0,1.055130992923666,0.35289957120149457,1.3347159438437588,0.7828391237820749,0.2618287141172379,0.9902731196260146,0.4464096755921345,3.9906542087998687,0.27897716864896965,0.40841193649088653,0.5752078717800254
vigra,ukoethe,0.0469880932785508,0.08618481373492659,0.02736735761071704,0.01947326172033654,0.025025594808651703,0.17118736604849494,0.05712995479530355,0.016801584228946297,0.021066150767598248,0.04903023624897045,0.04004321341515005,0.02100805776892882,0.02839515984047945,0.041673560294189615,0.0379485760708483,0.06901036788049449,0.016379158030830177,0.0679235719940012,0.026379522203574743,0.019932913021327985,0.02288240286539875,0.037096320399727566,0.011868370503855018,0.017367236580991863,630efe603c354398a2ba37492d776272,10.0,3172.0,8,0.3148148148148148,17,54,0.5333333333333333,0.5099992082425394,2.0133091349062306,60,8,3.4610169491525418,54.8610169491525,74.22711864406779,0.09910836762688616,1.532156368221942,0.16055530629857725,0.6338195424704802,0.16790123456790124,6.75,381.875,1.0737648719499897,0.27199957772935435,1.0267860647496496,0.33803708931758936,0.08562949669257452,0.3232474648285934,0.2600991924080171,4.053413672696875,0.28444444444444444,0.031200782401056754,1.5429770158219567
univocity-parsers,uniVocity,0.01577500656575841,0.033156962644297266,0.016517484652876117,0.02169164752258974,0.02550196817329286,0.017026167936715363,0.016529940156663994,0.16417827721304568,0.013876878848189816,0.01588815979475023,0.3203076056648773,0.019910140665126936,0.017604564721681662,0.01599203038170657,0.06713183150531568,0.017488508044104827,0.021233922032056943,0.014377341931541637,0.017163059923613312,0.014802140929093209,0.06236969465937685,0.027101355274683644,0.01145850579851183,0.019458930625150632,a799f650ad6e4ec2a44fd2ed7e44c0f4,0.0,1804.0,73,0.6907894736842105,105,152,0.5240240240240241,0.17809268881540966,1.9847897968823809,148,3,3.1717791411042944,8.776073619631902,24.058282208589002,0.4771900969529085,7.583148558758315,0.1230245547738027,1.3710718991621709,0.3619902797534377,2.0821917808219177,58.1095890410959,1.0400775362041308,0.09332484744230929,0.353476551660174,0.7184746138252219,0.06446782224633207,0.24417788108104124,0.03171700580950234,3.9393905378084026,0.274601177754331,0.32963789592141707,0.47268270742362106
unittest-cpp,unittest-cpp,0.041602179055299726,0.0807151996671702,0.018563754337303562,0.015133899820008963,0.016232848381905845,0.19723983079082136,0.09714097077817176,0.01590974823374188,0.014112848884454281,0.05385954642499035,0.02693198087596984,0.015120422501455653,0.016628837901534455,0.011082823814429116,0.05531954094203133,0.009463737826004171,0.01548256784903281,0.04715464918902426,0.057495041527418474,0.052464634143380505,0.033342634581706734,0.06095435775421334,0.01083429360367132,0.020139606006330614,ef960dfb06cd4bd489e1057517850024,160.0,2613.0,11,0.34210526315789475,13,38,0.5376565954310981,0.5829521101832315,2.0764411027568923,59,8,3.7039999999999997,39.552,99.75200000000001,0.11703601108033243,1.3088404133180254,0.19943098506268445,0.7103614298905158,0.1839351510685336,3.4545454545454546,17.6363636363636,1.1164122539214656,0.3134280468604906,1.2104657225233264,0.38193050792050137,0.1072253844522731,0.4141066945474538,0.3398331627670824,4.3116076532182595,0.2890746146105595,0.040038635369587405,-1.3862376770686207
Urho3D,urho3d,0.02392897998601862,0.07542732208454052,0.024315310753488875,0.07281053049494222,0.023198795379308714,0.1451355979367348,0.021037870056704468,0.020288682951627942,0.016463920603979026,0.030055362577271694,0.03478007584347325,0.06831627299600791,0.04384184807346826,0.0570346844182781,0.045326790554014416,0.03794690692996015,0.02203132189779705,0.023516286667305344,0.02564823529317294,0.018582087343150328,0.02937995902604368,0.05578111891622752,0.04329796871312338,0.020977425707803317,1aec851ac04041a9813a7a3e4213798d,1.0,1349.0,80,0.25092250922509224,136,542,0.6266896998488448,0.7149128685833689,2.1864456939923054,220,60,5.366817155756208,4.886004514672691,17.1523702031603,0.0629621056358165,36.16011860637509,0.17938773086224755,0.5486284398209474,0.15725055199159205,6.775,95.2875,1.370222995703837,0.4480285310305881,1.5631181630937938,0.34381979227992954,0.11242044321062726,0.3922215316988117,0.5111004096661013,4.7805447727774935,0.3927399798966352,0.015798609532234397,1.1099785219713654
intro.js,usablica,0.016448323439991166,0.016279066096235445,0.0254997696608287,0.044755577059138726,0.01779749210932909,0.01683147081819584,0.01568934903198916,0.010900573712742128,0.012500566393834343,0.027992266411938062,0.015923359210305996,0.3910961633144343,0.017360999261856906,0.08234192610488854,0.021729613487847185,0.016081348555904908,0.012560036993396565,0.041841530512145536,0.024638178739764233,0.01501648912458244,0.015950208849831515,0.02848249969886985,0.08319187640822111,0.01539819336221846,35331d31cdeb469e89ebe1d96e19db9a,215.0,2556.0,48,0.7833333333333333,94,120,0.5357786737024972,0.7859846640224191,2.507566777745473,791,22,3.5706293706293706,66.3370629370629,180.899300699301,0.6136111111111111,4.225352112676056,0.6156879868175616,1.9642606425672875,0.4196932944002895,2.5,1.333333333333333,1.343500802400914,0.4211138208404346,1.9709090313200557,1.052408961880716,0.32987249299167376,1.5438787412007102,0.617771892078435,6.287891144852815,0.287058787194407,0.480662037037037,-1.974442397921058
psalm,vimeo,0.020120885594962886,0.05620078291457433,0.017804029715032532,0.01624094660823735,0.06931882872246206,0.017909595536497926,0.020415838342159983,0.02620315447807885,0.01405376673102952,0.04475564252155331,0.11515712570040845,0.012887922334126556,0.014601908220121494,0.013647007973721394,0.13989450501206402,0.020551404698680227,0.025096168960086433,0.1604497659113258,0.016748905105229753,0.027868193116468883,0.017112387285496182,0.02421546892191355,0.014895698226845038,0.07688875608074551,7b3faa2702fc479187e0149045360a91,1.0,662.0,41,0.2836538461538461,59,208,0.5932984038016328,0.570652502878713,2.066570881226053,145,15,3.3379923761118167,1.9618805590851298,6.11181702668361,0.08045950443786981,28.277945619335352,0.16186777725886572,0.5861907788093133,0.16829137415527085,5.073170731707316,40.5609756097561,1.226093205174351,0.33856721908334714,1.1792938457479147,0.3477860533908014,0.09603589387460325,0.3345112350919565,0.3256442790417396,4.270715207131426,0.3520029959535653,0.022822647893434213,-0.014238347551108565
tufao,vinipsmaker,0.01713728314690009,0.042365570747163864,0.040817523221897925,0.0104745893173297,0.020030915507268682,0.1610770255527636,0.0299731737262086,0.018282490552556287,0.02202436863739468,0.04021151558955825,0.033659437099542416,0.020613412543706883,0.010474589311435252,0.017065814041968764,0.05006545131931765,0.02237812502168213,0.014540247088651868,0.0264582136657702,0.033055685690450885,0.027396218692058626,0.20285543576000797,0.05299949393124331,0.026925852640142925,0.034107057690101715,c6f328436473461ea7161694d7f33c37,10.0,2641.0,7,0.2333333333333333,7,30,0.5009009009009009,0.3395061728395062,1.972413793103448,30,3,3.453125,13.765625,52.0625,0.05444444444444445,1.0223400227186672,0.07921810699588477,0.4602298850574713,0.11687687687687688,4.285714285714286,152.142857142857,0.9879838459148802,0.17005894783672562,0.6696466581524052,0.23052956404680536,0.03968042116190264,0.15625088690222785,0.11526444139612864,3.8904161712247314,0.25090171252333415,0.0127037037037037,0.26418231780655754
